fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,color,wine_id
10.8,0.32,0.44,1.6,0.063,16,37,0.9985,3.22,0.78,10,6,red,3363
6.5,0.44,0.49,7.7,0.045,16,169,0.9957,3.11,0.37,8.7,6,white,1356
6.8,0.31,0.19,3.5,0.086,30,130,0.993,2.83,0.44,9.6,5,white,3738
8.2,0.78,0,2.2,0.089,13,26,0.9978,3.37,0.46,9.6,4,red,2791
6.3,0.28,0.3,3.1,0.039,24,115,0.9942,3.05,0.43,8.6,5,white,4798
8,0.28,0.42,7.1,0.045,41,169,0.9959,3.17,0.43,10.6,5,white,3792
7.8,0.32,0.33,10.4,0.031,47,194,0.99692,3.07,0.58,9.6,6,white,2153
6.3,0.22,0.33,1.7,0.041,67,164,0.9928,3.32,0.56,10.4,6,white,1436
8.7,0.29,0.52,1.6,0.113,12,37,0.9969,3.25,0.58,9.5,5,red,978
7.6,0.48,0.31,9.4,0.046,6,194,0.99714,3.07,0.61,9.4,5,white,1642
7.1,0.26,0.19,8.2,0.051,53,187,0.996,3.16,0.52,9.7,5,white,5083
6.3,0.17,0.32,4.2,0.04,37,117,0.99182,3.24,0.43,11.3,6,white,1685
6.5,0.32,0.23,8.5,0.051,20,138,0.9943,3.03,0.42,10.7,5,white,5166
6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,6,white,997
7.3,0.36,0.62,7.1,0.033,48,185,0.99472,3.14,0.62,10.6,6,white,357
6.1,0.33,0.32,7.8,0.052,52,183,0.99657,3.39,0.65,9.5,5,white,1037
6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4,8,white,4341
5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,8,white,501
5.7,0.21,0.24,2.3,0.047,60,189,0.995,3.65,0.72,10.1,6,white,1936
6.3,0.15,0.34,11.4,0.05,25,96,0.99754,3.21,0.49,10,6,white,3096
5.7,0.26,0.27,4.1,0.201,73.5,189.5,0.9942,3.27,0.38,9.4,6,white,3603
8.6,0.18,0.36,1.8,0.04,24,187,0.9956,3.25,0.55,9.5,6,white,1648
6.5,0.22,0.19,1.1,0.064,36,191,0.99297,3.05,0.5,9.5,6,white,1743
6,0.33,0.2,1.8,0.031,49,159,0.9919,3.41,0.53,11,6,white,2881
5.6,0.35,0.4,6.3,0.022,23,174,0.9922,3.54,0.5,11.6,7,white,2619
7.1,0.56,0.14,1.6,0.078,7,18,0.99592,3.27,0.62,9.3,5,red,4695
7.9,0.37,0.23,1.8,0.077,23,49,0.9963,3.28,0.67,9.3,5,red,1152
6.7,0.26,0.29,7.1,0.036,28,100,0.99534,3.08,0.36,9.3,6,white,5197
7.1,0.22,0.74,2.7,0.044,42,144,0.991,3.31,0.41,12.2,6,white,640
9.6,0.56,0.31,2.8,0.089,15,46,0.9979,3.11,0.92,10,6,red,2241
7.9,0.33,0.26,1.2,0.044,23,103,0.9932,3.19,0.54,10.5,6,white,3005
8.3,0.33,0.42,2.3,0.07,9,20,0.99426,3.38,0.77,12.7,7,red,41
7.4,0.26,0.3,7.9,0.049,38,157,0.9963,3.13,0.48,8.9,6,white,1283
7,0.4,0.25,1.8,0.05,51,189,0.99174,3,0.55,11.4,6,white,2102
8.2,0.345,1,18.2,0.047,55,205,0.99965,2.96,0.43,9.6,5,white,2089
5.9,0.46,0.14,2.7,0.042,27,160,0.9931,3.46,0.51,10.6,7,white,64
6.3,0.39,0.22,2.8,0.048,53,173,0.99304,3.24,0.45,9.8,5,white,2205
6.5,0.115,0.29,1.95,0.038,73,166,0.989,3.12,0.25,12.9,7,white,2442
7.4,0.24,0.31,8.4,0.045,52,183,0.9963,3.09,0.32,8.8,5,white,4725
8.4,0.23,0.32,1.3,0.048,59,113,0.99178,3.1,0.55,11,6,white,3541
6.8,0.53,0.35,3.8,0.034,26,109,0.9906,3.26,0.57,12.7,8,white,1525
7.2,0.34,0.23,8.9,0.105,22,155,0.99692,3.01,0.58,9.5,5,white,3661
6,0.28,0.27,4.1,0.046,50,147,0.99126,3.27,0.56,11.6,6,white,202
6.8,0.28,0.43,7.6,0.03,30,110,0.99164,3.08,0.59,12.5,8,white,4403
6.9,0.32,0.13,7.8,0.042,11,117,0.996,3.23,0.37,9.2,5,white,717
7,0.12,0.29,10.3,0.039,41,98,0.99564,3.19,0.38,9.8,8,white,2963
7.8,0.3,0.29,16.85,0.054,23,135,0.9998,3.16,0.38,9,6,white,4338
6.2,0.27,0.18,1.5,0.028,20,111,0.99228,3.41,0.5,10,5,white,2193
7.2,0.23,0.38,14.3,0.058,55,194,0.9979,3.09,0.44,9,6,white,4993
6.8,0.67,0.02,1.8,0.05,5,11,0.9962,3.48,0.52,9.5,5,red,290
6.3,0.28,0.29,6.8,0.051,40,143,0.99374,3.43,0.59,11,6,white,526
6.9,0.26,0.31,7,0.039,37,175,0.99376,3.32,0.49,11.4,6,white,4711
7.7,0.23,0.31,10.7,0.038,59,186,0.9969,3.12,0.55,9.5,6,white,4438
7.6,0.31,0.29,10.5,0.04,21,145,0.9966,3.04,0.35,9.4,5,white,4627
6.8,0.26,0.48,6.2,0.049,55,182,0.99582,3.21,0.45,9.4,6,white,1003
6.9,0.26,0.27,4.2,0.031,20,80,0.99089,3.12,0.39,11.5,6,white,2882
8.2,0.23,0.4,7.5,0.049,12,76,0.9966,3.06,0.84,9.7,6,white,2396
6.4,0.15,0.31,1.1,0.044,25,96,0.9932,3.54,0.51,10.3,6,white,1285
6.9,0.19,0.38,1.15,0.023,30,105,0.99047,3.11,0.38,11.4,5,white,545
6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,5,white,3493
6.4,0.24,0.29,11.4,0.051,32,166,0.9968,3.31,0.45,9.5,5,white,1016
6.8,0.36,0.32,1.8,0.067,4,8,0.9928,3.36,0.55,12.8,7,red,3393
6.6,0.16,0.57,1.1,0.13,58,140,0.9927,3.12,0.39,9.3,7,white,1512
7.2,0.31,0.5,13.3,0.056,68,195,0.9982,3.01,0.47,9.2,5,white,5190
7.3,0.26,0.33,11.8,0.057,48,127,0.99693,3.1,0.55,10,6,white,3983
6.8,0.28,0.29,11.9,0.052,51,149,0.99544,3.02,0.58,10.4,6,white,2593
6.9,0.3,0.45,1.4,0.039,36,122,0.99059,3.07,0.47,11.1,7,white,3843
6.4,0.79,0.04,2.2,0.061,11,17,0.99588,3.53,0.65,10.4,6,red,772
7.8,0.25,0.28,7.2,0.04,46,179,0.99541,3.14,0.6,10.1,6,white,2272
5.6,0.42,0.34,2.4,0.022,34,97,0.98915,3.22,0.38,12.8,7,white,1365
7.7,0.54,0.26,1.9,0.089,23,147,0.99636,3.26,0.59,9.7,5,red,1630
6,0.41,0.21,1.9,0.05,29,122,0.9928,3.42,0.52,10.5,6,white,4353
5.6,0.15,0.31,5.3,0.038,8,79,0.9923,3.3,0.39,10.5,6,white,4014
6.2,0.28,0.45,7.5,0.045,46,203,0.99573,3.26,0.46,9.2,6,white,1820
7.4,0.155,0.34,2.3,0.045,73.5,214,0.9934,3.18,0.61,9.9,7,white,1381
6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,5,red,790
6.1,0.23,0.45,10.6,0.094,49,169,0.99699,3.05,0.54,8.8,5,white,3638
6.5,0.27,0.4,10,0.039,74,227,0.99582,3.18,0.5,9.4,5,white,2166
7,0.56,0.17,1.7,0.065,15,24,0.99514,3.44,0.68,10.55,7,red,3104
8.4,0.28,0.4,8.9,0.048,33,146,0.9988,3.4,0.46,9.3,5,white,1562
9,0.3,0.49,7.2,0.039,32,84,0.9938,2.94,0.32,11.5,6,white,655
5.7,0.135,0.3,4.6,0.042,19,101,0.9946,3.31,0.42,9.3,6,white,236
6.6,0.24,0.27,1.4,0.057,33,152,0.9934,3.22,0.56,9.5,6,white,1517
6.5,0.26,0.43,8.9,0.083,50,171,0.9965,2.85,0.5,9,5,white,2199
6.3,0.51,0.13,2.3,0.076,29,40,0.99574,3.42,0.75,11,6,red,2597
6.9,0.45,0.11,2.4,0.043,6,12,0.99354,3.3,0.65,11.4,6,red,4838
6.8,0.16,0.4,2.3,0.037,18,102,0.9923,3.49,0.42,11.4,7,white,323
8.1,0.36,0.59,13.6,0.051,60,134,0.99886,2.96,0.39,8.7,5,white,557
6,0.26,0.15,1.3,0.06,51,154,0.99354,3.14,0.51,8.7,5,white,1196
11.1,0.31,0.53,2.2,0.06,3,10,0.99572,3.02,0.83,10.9,7,red,4880
6.9,0.39,0.22,4.3,0.03,10,102,0.993,3,0.87,11.6,4,white,380
6,0.28,0.49,6.8,0.048,61,222,0.9953,3.19,0.47,9.3,5,white,3378
5.2,0.24,0.45,3.8,0.027,21,128,0.992,3.55,0.49,11.2,8,white,4685
8,1.18,0.21,1.9,0.083,14,41,0.99532,3.34,0.47,10.5,5,red,3517
7.7,0.23,0.31,10.7,0.038,59,186,0.9969,3.12,0.55,9.5,6,white,3945
6.5,0.17,0.54,8.5,0.082,64,163,0.9959,2.89,0.39,8.8,6,white,2421
7,0.28,0.36,1,0.035,8,70,0.9899,3.09,0.46,12.1,6,white,3306
6.3,0.23,0.33,1.5,0.036,15,105,0.991,3.32,0.42,11.2,6,white,4777
7.9,0.16,0.64,17,0.05,69,210,1.0004,3.15,0.51,9.3,7,white,4722
7.8,0.62,0.05,2.3,0.079,6,18,0.99735,3.29,0.63,9.3,5,red,482
8.2,0.39,0.38,1.5,0.058,10,29,0.9962,3.26,0.74,9.8,5,red,1344
7.2,0.32,0.4,8.7,0.038,45,154,0.99568,3.2,0.47,10.4,6,white,3195
8.4,0.62,0.12,1.8,0.072,38,46,0.99504,3.38,0.89,11.8,6,red,2469
8.3,0.61,0.3,2.1,0.084,11,50,0.9972,3.4,0.61,10.2,6,red,1477
6.8,0.34,0.74,2.8,0.088,23,185,0.9928,3.51,0.7,12,6,white,1719
7.9,0.12,0.49,5.2,0.049,33,152,0.9952,3.18,0.47,10.6,6,white,3480
5.9,0.17,0.28,0.7,0.027,5,28,0.98985,3.13,0.32,10.6,5,white,3748
6.6,0.25,0.41,7.4,0.043,29,151,0.9946,3.15,0.6,10.2,7,white,1929
5.6,0.185,0.49,1.1,0.03,28,117,0.9918,3.55,0.45,10.3,6,white,3646
6.6,0.26,0.46,6.9,0.047,59,183,0.99594,3.2,0.45,9.3,5,white,4053
7.2,0.24,0.24,1.7,0.045,18,161,0.99196,3.25,0.53,11.2,6,white,2427
6.8,0.67,0.3,13,0.29,22,193,0.9984,3.08,0.67,9,4,white,2246
7.3,0.28,0.37,1.2,0.039,26,99,0.99198,3.01,0.62,10.8,5,white,3455
6.7,0.46,0.27,5.2,0.039,35,96,0.99129,3.16,0.44,12.4,7,white,5078
6.5,0.24,0.29,8.2,0.043,32,156,0.99453,3.13,0.7,10.1,6,white,3400
7.1,0.3,0.36,6.8,0.055,44.5,234,0.9972,3.49,0.64,10.2,6,white,1523
6.1,0.22,0.4,1.85,0.031,25,111,0.98966,3.03,0.3,11.8,7,white,1979
6.8,0.63,0.04,1.3,0.058,25,133,0.99271,3.17,0.39,10.2,4,white,315
6,0.41,0.05,1.5,0.063,17,120,0.9932,3.21,0.56,9.2,6,white,2045
6.8,0.18,0.35,5.4,0.054,53,143,0.99287,3.1,0.54,11,7,white,2579
8.2,0.4,0.44,2.8,0.089,11,43,0.9975,3.53,0.61,10.5,6,red,4227
6.9,0.18,0.38,8.1,0.049,44,176,0.9958,3.3,0.54,9.8,6,white,1184
7.6,0.31,0.27,8.8,0.021,57,156,0.99442,3.08,0.38,11,7,white,2473
6,0.17,0.3,7.3,0.039,39,104,0.99252,2.91,0.57,11,6,white,4075
6.6,0.64,0.31,6.1,0.083,7,49,0.99718,3.35,0.68,10.3,5,red,3883
6.6,0.16,0.32,1.4,0.035,49,186,0.9906,3.35,0.64,12.4,8,white,127
6.3,0.26,0.25,5.2,0.046,11,133,0.99202,2.97,0.68,11,6,white,2033
5,0.24,0.21,2.2,0.039,31,100,0.99098,3.69,0.62,11.7,6,white,1665
7.2,0.27,0.46,18.75,0.052,45,255,1,3.04,0.52,8.9,5,white,2649
7.6,0.685,0.23,2.3,0.111,20,84,0.9964,3.21,0.61,9.3,5,red,3023
7.6,0.345,0.26,1.9,0.043,15,134,0.9936,3.08,0.38,9.5,5,white,331
7.8,0.19,0.32,7.4,0.015,47,124,0.99278,2.99,0.39,11,6,white,39
7.4,0.2,0.37,16.95,0.048,43,190,0.9995,3.03,0.42,9.2,6,white,2513
6.6,0.325,0.49,7.7,0.049,53,217,0.996,3.16,0.4,9.3,5,white,2050
7.3,0.41,0.29,1.8,0.032,26,74,0.98889,2.96,0.35,13,8,white,2695
6.9,0.2,0.5,10,0.036,78,167,0.9964,3.15,0.55,10.2,6,white,3279
7.7,0.58,0.01,1.8,0.088,12,18,0.99568,3.32,0.56,10.5,7,red,4139
7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5,5,white,2525
7.2,0.23,0.32,8.5,0.058,47,186,0.9956,3.19,0.4,9.9,6,white,3038
7.5,0.61,0.26,1.9,0.073,24,88,0.99612,3.3,0.53,9.8,5,red,145
6,0.28,0.25,1.8,0.042,8,108,0.9929,3.08,0.55,9,5,white,509
6.4,0.18,0.74,11.9,0.046,54,168,0.9978,3.58,0.68,10.1,5,white,2867
7.7,0.32,0.61,11.8,0.041,66,188,0.99794,3,0.54,9.3,5,white,1969
7.6,0.32,0.36,1.6,0.04,32,155,0.993,3.23,0.52,11.3,6,white,4064
6.2,0.3,0.42,2.2,0.036,28,128,0.9901,3.13,0.38,11.6,6,white,104
6.8,0.34,0.27,5.2,0.06,14,169,0.99252,3.27,0.57,11.6,6,white,437
6.7,0.31,0.3,2.1,0.038,18,130,0.9928,3.36,0.63,10.6,6,white,4159
6.5,0.15,0.55,5.9,0.045,75,162,0.99482,2.97,0.4,9.3,5,white,2248
7.1,0.2,0.34,16,0.05,51,166,0.9985,3.21,0.6,9.2,6,white,4039
7.2,0.18,0.31,1.1,0.045,20,73,0.9925,3.32,0.4,10.8,7,white,4702
7.8,0.53,0.01,1.6,0.077,3,19,0.995,3.16,0.46,9.8,5,red,1454
6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,7,white,541
8.2,0.51,0.24,2,0.079,16,86,0.99764,3.34,0.64,9.5,6,red,2059
6.5,0.48,0.02,0.9,0.043,32,99,0.99226,3.14,0.47,9.8,4,white,4779
7.5,0.27,0.36,7,0.036,45,164,0.9939,3.03,0.33,11,5,white,2584
7.4,0.37,0.43,2.6,0.082,18,82,0.99708,3.33,0.68,9.7,6,red,4506
6.7,0.37,0.25,2.5,0.028,24,84,0.9909,3.14,0.36,11.7,6,white,94
7.8,0.43,0.49,13,0.033,37,158,0.9955,3.14,0.35,11.3,6,white,1367
7.8,0.76,0.04,2.3,0.092,15,54,0.997,3.26,0.65,9.8,5,red,852
7.2,0.26,0.3,2.1,0.033,50,158,0.9909,3.33,0.43,12.1,7,white,2314
6.1,0.4,0.18,9,0.051,28.5,259,0.9964,3.19,0.5,8.8,5,white,2821
7.5,0.29,0.67,8.1,0.037,53,166,0.9966,2.9,0.41,8.9,6,white,32
6.7,0.16,0.49,2.4,0.046,57,187,0.9952,3.62,0.81,10.4,6,white,2481
8.1,0.27,0.41,1.45,0.033,11,63,0.9908,2.99,0.56,12,5,white,4152
6,0.35,0.51,1.2,0.029,10,102,0.9903,3.46,0.42,11.9,6,white,2325
7.2,0.2,0.61,16.2,0.043,14,103,0.9987,3.06,0.36,9.2,6,white,2551
10.2,0.44,0.42,2,0.071,7,20,0.99566,3.14,0.79,11.1,7,red,2962
6.3,0.27,0.49,1.2,0.063,35,92,0.9911,3.38,0.42,12.2,6,white,952
6.8,0.19,0.23,5.1,0.034,71,204,0.9942,3.23,0.69,10.1,5,white,3816
7.8,0.39,0.26,9.9,0.059,33,181,0.9955,3.04,0.42,10.9,6,white,3686
6.7,0.31,0.31,4.9,0.031,20,151,0.9926,3.36,0.82,12,7,white,2848
5.8,0.29,0.05,0.8,0.038,11,30,0.9924,3.36,0.35,9.2,5,white,475
8,0.23,0.37,9.6,0.054,23,159,0.99795,3.32,0.47,9.8,4,white,3275
6.1,0.48,0.09,1.7,0.078,18,30,0.99402,3.45,0.54,11.2,6,red,1712
7,0.35,0.17,1.1,0.049,7,119,0.99297,3.13,0.36,9.7,6,white,977
8,0.28,0.3,8.4,0.03,35,115,0.99192,2.93,0.42,12.3,6,white,580
7.1,0.44,0.37,2.7,0.041,35,128,0.9896,3.07,0.43,13.5,7,white,3717
7.4,0.6,0.26,2.1,0.083,17,91,0.99616,3.29,0.56,9.8,6,red,3269
6.2,0.785,0,2.1,0.06,6,13,0.99664,3.59,0.61,10,4,red,2990
6.9,0.25,0.29,2.4,0.038,28,76,0.99088,3.01,0.36,11.7,7,white,4400
6.2,0.17,0.3,1.1,0.037,14,79,0.993,3.5,0.54,10.3,6,white,4896
6,0.32,0.3,7.3,0.174,46,159,0.99519,3.18,0.49,9.4,5,white,3929
5.9,0.18,0.29,4.6,0.032,68,137,0.99159,3.21,0.38,11.3,6,white,1959
7.1,0.2,0.37,1.5,0.049,28,129,0.99226,3.15,0.52,10.8,5,white,3326
6.9,0.28,0.41,1.7,0.05,10,136,0.993,3.16,0.71,11.4,6,white,3488
9.2,0.58,0.2,3,0.081,15,115,0.998,3.23,0.59,9.5,5,red,372
6.8,0.68,0.09,3.9,0.068,15,29,0.99524,3.41,0.52,11.1,4,red,4860
9.8,0.34,0.39,1.4,0.066,3,7,0.9947,3.19,0.55,11.4,7,red,5108
6.1,0.27,0.31,3.9,0.034,42,137,0.99218,3.24,0.46,10.9,6,white,3725
9.3,0.43,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5,5,red,258
9.3,0.715,0.24,2.1,0.07,5,20,0.9966,3.12,0.59,9.9,5,red,4037
7.3,0.49,0.32,5.2,0.043,18,104,0.9952,3.24,0.45,10.7,4,white,2845
6.1,0.64,0.02,2.4,0.069,26,46,0.99358,3.47,0.45,11,5,red,3349
7.2,0.23,0.38,14.3,0.058,55,194,0.9979,3.09,0.44,9,6,white,1956
6,0.41,0.23,1.1,0.066,22,148,0.99266,3.3,0.47,9.633333333,5,white,2351
7.6,0.31,0.29,10.5,0.04,21,145,0.9966,3.04,0.35,9.4,5,white,1800
8.1,0.26,0.3,7.8,0.049,39,152,0.9954,2.99,0.58,10,6,white,3967
6.4,0.105,0.29,1.1,0.035,44,140,0.99142,3.17,0.55,10.7,7,white,2091
5.8,0.32,0.28,4.3,0.032,46,115,0.98946,3.16,0.57,13,8,white,3854
11.4,0.26,0.44,3.6,0.071,6,19,0.9986,3.12,0.82,9.3,6,red,3154
8.4,0.35,0.71,12.2,0.046,22,160,0.9982,2.98,0.65,9.4,5,white,1713
6.8,0.64,0.08,9.7,0.062,26,142,0.9972,3.37,0.46,8.9,4,white,1608
6.8,0.475,0.33,3.95,0.047,16,81,0.98988,3.23,0.53,13.4,7,white,4553
7.3,0.33,0.4,6.85,0.038,32,138,0.992,3.03,0.3,11.9,7,white,3489
6.7,0.21,0.32,5.4,0.047,29,140,0.995,3.39,0.46,9.7,6,white,1753
7.7,0.69,0.22,1.9,0.084,18,94,0.9961,3.31,0.48,9.5,5,red,4654
7.7,0.39,0.34,10,0.056,35,178,0.9974,3.26,0.6,10.2,5,white,256
8.6,0.45,0.31,2.6,0.086,21,50,0.9982,3.37,0.91,9.9,6,red,4209
6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,6,white,1783
7.4,0.16,0.33,1.2,0.042,47,121,0.99198,3.04,0.68,10.5,7,white,340
8.3,0.3,0.36,10,0.042,33,169,0.9982,3.23,0.51,9.3,6,white,770
6.6,0.26,0.46,7.8,0.047,48,186,0.9958,3.2,0.54,9.1,5,white,2211
5.8,0.335,0.14,5.8,0.046,49,197,0.9937,3.3,0.71,10.3,5,white,3579
9.9,0.35,0.55,2.1,0.062,5,14,0.9971,3.26,0.79,10.6,5,red,1522
6.8,0.24,0.29,2,0.044,15,96,0.99232,3.23,0.64,10.4,8,white,4368
7.7,0.96,0.2,2,0.047,15,60,0.9955,3.36,0.44,10.9,5,red,4295
7.4,0.2,1.66,2.1,0.022,34,113,0.99165,3.26,0.55,12.2,6,white,4423
6.5,0.38,0.26,5.2,0.042,33,112,0.99067,3.06,0.5,12.3,7,white,206
10.4,0.24,0.46,1.8,0.075,6,21,0.9976,3.25,1.02,10.8,7,red,3889
7.1,0.32,0.24,13.1,0.05,52,204,0.998,3.1,0.49,8.8,5,white,3671
6.6,0.56,0.15,10,0.037,38,157,0.99642,3.28,0.52,9.4,5,white,2627
5.5,0.42,0.09,1.6,0.019,18,68,0.9906,3.33,0.51,11.4,7,white,692
6.2,0.16,0.54,1.4,0.126,37,110,0.9932,3.23,0.37,8.9,6,white,4806
6.5,0.28,0.34,3.6,0.04,29,121,0.99111,3.28,0.48,12.1,7,white,61
6.7,0.48,0.49,2.9,0.03,28,122,0.98926,3.13,0.4,13,6,white,1565
7.4,0.18,0.24,1.4,0.047,21,106,0.99383,3.52,0.64,10.5,7,white,724
8,0.22,0.28,14,0.053,83,197,0.9981,3.14,0.45,9.8,6,white,1635
7.7,0.32,0.61,11.8,0.041,66,188,0.99794,3,0.54,9.3,5,white,2446
6.3,0.22,0.28,2.4,0.042,38,102,0.98998,3.14,0.37,11.6,7,white,2539
5.7,0.28,0.28,2.2,0.019,15,65,0.9902,3.06,0.52,11.2,6,white,201
8,0.42,0.17,2,0.073,6,18,0.9972,3.29,0.61,9.2,6,red,4869
7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,5,white,1818
8.1,0.28,0.34,1.3,0.035,11,126,0.99232,3.14,0.5,9.8,6,white,2282
6.6,0.25,0.39,1.45,0.04,40,89,0.9911,3.35,0.4,11.4,7,white,607
7,0.33,0.32,1.2,0.053,38,138,0.9906,3.13,0.28,11.2,6,white,2390
7.4,0.52,0.13,2.4,0.078,34,61,0.99528,3.43,0.59,10.8,6,red,3521
7.2,0.19,0.39,1.2,0.036,32,85,0.9918,3.16,0.5,10.5,5,white,4994
7.1,0.715,0,2.35,0.071,21,47,0.99632,3.29,0.45,9.4,5,red,3372
6.8,0.61,0.04,1.5,0.057,5,10,0.99525,3.42,0.6,9.5,5,red,5031
7.1,0.59,0.01,2.3,0.08,27,43,0.9955,3.42,0.58,10.7,6,red,4108
5.2,0.31,0.2,2.4,0.027,27,117,0.98886,3.56,0.45,13,7,white,119
8.6,0.63,0.17,2.9,0.099,21,119,0.998,3.09,0.52,9.3,5,red,3325
6.3,0.26,0.42,7.1,0.045,62,209,0.99544,3.2,0.53,9.5,6,white,3862
6.5,0.37,0.3,2.2,0.033,39,107,0.98894,3.22,0.53,13.5,7,white,2482
8.6,0.42,0.39,1.8,0.068,6,12,0.99516,3.35,0.69,11.7,8,red,4519
7.3,0.41,0.24,6.8,0.057,41,163,0.9949,3.2,0.41,9.9,6,white,4104
6.9,0.25,0.33,1.2,0.035,35,158,0.99082,3.02,0.58,11.3,6,white,3592
8.9,0.32,0.31,2,0.088,12,19,0.9957,3.17,0.55,10.4,6,red,1609
6.9,0.13,0.28,13.3,0.05,47,132,0.99655,3.34,0.42,10.1,6,white,185
9.4,0.16,0.3,1.4,0.042,26,176,0.9954,3.15,0.46,9.1,5,white,3463
7.4,0.6,0.26,7.3,0.07,36,121,0.9982,3.37,0.49,9.4,5,red,1925
6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,6,white,397
9.4,0.28,0.3,1.6,0.045,36,139,0.99534,3.11,0.49,9.3,5,white,1366
8.5,0.21,0.41,4.3,0.036,24,99,0.9947,3.18,0.53,9.7,6,white,1122
6.8,0.65,0.02,2.1,0.078,8,15,0.99498,3.35,0.62,10.4,6,red,1022
9.4,0.23,0.56,16.45,0.063,52.5,282,1.00098,3.1,0.51,9.3,5,white,3369
7.8,0.43,0.49,13,0.033,37,158,0.9955,3.14,0.35,11.3,6,white,2807
7.6,0.4,0.27,1.2,0.053,23,193,0.99164,3.22,0.38,11.6,5,white,1763
7.7,0.56,0.2,2,0.075,9,39,0.9987,3.48,0.62,9.3,5,red,4948
10.3,0.43,0.44,2.4,0.214,5,12,0.9994,3.19,0.63,9.5,6,red,681
7.9,0.24,0.4,1.6,0.056,11,25,0.9967,3.32,0.87,8.7,6,red,4461
12.3,0.27,0.49,3.1,0.079,28,46,0.9993,3.2,0.8,10.2,6,red,4754
6.6,0.57,0.02,2.1,0.115,6,16,0.99654,3.38,0.69,9.5,5,red,1418
6.7,0.38,0.26,9.55,0.036,35,91,0.9919,2.98,0.37,12.4,6,white,1328
7.4,0.36,0.34,1.8,0.075,18,38,0.9933,3.38,0.88,13.6,7,red,4440
10.6,1.02,0.43,2.9,0.076,26,88,0.9984,3.08,0.57,10.1,6,red,4080
7.1,0.2,0.31,6.85,0.053,32,211,0.99587,3.31,0.59,10.4,6,white,3920
6,0.27,0.26,1.3,0.038,32,138,0.99125,3.46,0.43,11.1,6,white,2096
7.7,0.43,0.25,2.6,0.073,29,63,0.99615,3.37,0.58,10.5,6,red,4504
7.8,0.2,0.32,5,0.016,31,101,0.99186,2.99,0.39,11,6,white,1270
6.6,0.26,0.29,1.4,0.039,13,67,0.9915,3.05,0.49,10.9,6,white,4415
5.2,0.3,0.34,1.5,0.038,18,96,0.98942,3.56,0.48,13,8,white,3117
6.2,0.25,0.28,8.5,0.035,28,108,0.99486,3.4,0.42,10.4,6,white,3013
6.5,0.35,0.28,12.4,0.051,86,213,0.9962,3.16,0.51,9.9,6,white,3746
7.7,0.24,0.3,1.4,0.041,15,102,0.9929,3.26,0.53,10.4,6,white,194
7.4,0.29,0.38,1.7,0.062,9,30,0.9968,3.41,0.53,9.5,6,red,2655
7.6,0.17,0.27,4.6,0.05,23,98,0.99422,3.08,0.47,9.5,6,white,1405
7,0.43,0.3,2,0.085,6,39,0.99346,3.33,0.46,11.9,6,red,1360
7.9,0.43,0.21,1.6,0.106,10,37,0.9966,3.17,0.91,9.5,5,red,704
6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,6,white,5042
8.2,0.35,0.33,2.4,0.076,11,47,0.99599,3.27,0.81,11,6,red,4614
5.9,0.3,0.47,7.85,0.03,19,133,0.9933,3.52,0.43,11.5,7,white,1992
7.7,0.39,0.28,4.9,0.035,36,109,0.9918,3.19,0.58,12.2,7,white,3565
6.3,0.39,0.35,5.9,0.04,82.5,260,0.9941,3.12,0.66,10.1,5,white,2645
7.7,0.39,0.3,5.2,0.037,29,131,0.9943,3.38,0.44,11,6,white,304
6,0.31,0.27,2.3,0.042,19,120,0.98952,3.32,0.41,12.7,7,white,2934
6.3,0.26,0.49,1.5,0.052,34,134,0.9924,2.99,0.61,9.8,6,white,2550
6.3,0.3,0.91,8.2,0.034,50,199,0.99394,3.39,0.49,11.7,6,white,4819
6.8,0.27,0.12,1.3,0.04,87,168,0.992,3.18,0.41,10,5,white,1606
6.7,0.14,0.51,4.3,0.028,57,124,0.99176,2.91,0.54,10.7,7,white,822
9.4,0.5,0.34,3.6,0.082,5,14,0.9987,3.29,0.52,10.7,6,red,3341
7.4,0.35,0.31,17.95,0.062,42,187,1.0002,3.27,0.64,9.1,5,white,3906
6.4,0.31,0.53,8.8,0.057,36,221,0.99642,3.17,0.44,9.1,5,white,1828
11.6,0.47,0.44,1.6,0.147,36,51,0.99836,3.38,0.86,9.9,4,red,3645
7.2,0.23,0.19,13.7,0.052,47,197,0.99865,3.12,0.53,9,5,white,2278
